CASE;QUESTNNR;MODE;STARTED;GR01_01;GR01_02;GR01_03;GR01_04;GR01_05;GR01_06;GR01_07;IN03;IV01_01;IV04_01;IV04_02;IV03_01;SC04_01;SC04_02;SC05_01;SC05_02;SC06_01;SC06_02;SC07_01;SC07_02;SC08_01;SC08_02;SC09_01;SC09_02;SC10_01;SC10_02;SC11_01;SC11_02;SC12_01;SC12_02;SC13_01;SC13_02;TIME001;TIME002;TIME003;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;Age;Sex
1004;short;interview;11.12.2023 17:09;1;1;1;1;1;1;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;5;NA;NA;NA;NA;7;23;66;20;NA;4;NA;NA;NA;NA;120;NA;11.12.2023 17:11;1;0;7;7;0;0;0,91;44;Female
274;long;interview;09.12.2023 15:39;3;3;4;3;3;2;2;1;greedlast;sc4sc3sc1sc2random2;SC09SC05SC06SC12;Large;NA;NA;11;10;7;5;NA;NA;NA;NA;8;7;10;9;NA;NA;9;8;NA;NA;25;15;NA;24;51;21;45;18;21;12;232;NA;09.12.2023 15:43;1;0;11;11;0;0;0,83;31;Female
949;short;interview;11.12.2023 17:01;3;2;4;2;2;2;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;NA;NA;NA;NA;NA;NA;3;5;NA;36;27;19;NA;NA;NA;NA;90;NA;11.12.2023 17:02;1;0;7;7;0;0;1,08;49;Male
488;long;interview;09.12.2023 16:08;5;4;5;4;4;5;5;1;greedfirst;sc1sc4sc2sc3random2;SC13SC09SC04SC06;Small;1;6;NA;NA;1;4;NA;NA;NA;NA;7;7;NA;NA;3;5;NA;NA;7;6;4;3;17;23;23;21;35;19;NA;6;151;NA;09.12.2023 16:10;1;0;11;11;0;0;1,41;51;Female
605;long;interview;09.12.2023 16:19;5;4;4;5;5;5;5;1;greedfirst;sc1sc3sc4sc2random2;SC07SC09SC12SC04;Small;4;5;NA;NA;NA;NA;10;10;NA;NA;8;7;NA;NA;7;7;4;4;NA;NA;7;5;34;33;26;29;24;18;NA;25;201;NA;09.12.2023 16:22;1;0;11;11;0;0;0,94;25;Female
49;long;interview;09.12.2023 14:55;2;2;1;1;1;1;1;1;greedlast;sc2sc4sc3sc1random2;SC07SC13SC08SC04;Small;3;5;NA;NA;NA;NA;11;8;3;3;NA;NA;NA;NA;3;7;NA;NA;9;4;12;10;NA;41;31;30;40;20;26;3;213;NA;09.12.2023 14:58;1;0;11;11;0;0;1,04;31;Female
470;long;interview;09.12.2023 16:05;2;1;1;1;1;1;1;1;greedfirst;sc4sc1sc2sc3random2;SC09SC05SC12SC06;Large;NA;NA;8;7;10;10;NA;NA;NA;NA;8;9;2;3;NA;NA;2;4;NA;NA;6;6;21;28;26;15;35;28;NA;5;170;NA;09.12.2023 16:08;1;0;11;11;0;0;1,19;50;Female
58;long;interview;09.12.2023 15:03;5;4;4;4;4;3;4;1;greedlast;sc2sc4sc3sc1random2;SC07SC13SC08SC04;Small;9;7;NA;NA;NA;NA;4;3;3;6;NA;NA;NA;NA;8;5;NA;NA;6;4;5;4;NA;28;28;28;30;25;21;6;175;NA;09.12.2023 15:06;1;0;11;11;0;0;1,15;42;Male
770;short;interview;11.12.2023 16:30;4;4;4;4;3;2;3;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;NA;NA;NA;NA;2;3;NA;11;10;2;NA;NA;NA;NA;28;NA;11.12.2023 16:30;1;0;7;7;0;0;2,56;31;Female
934;short;interview;11.12.2023 16:58;2;2;4;2;1;1;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;NA;NA;NA;NA;NA;NA;7;4;31;18;NA;4;NA;NA;NA;NA;64;NA;11.12.2023 16:59;1;0;7;7;0;0;1,25;43;Female
667;long;interview;09.12.2023 16:23;1;1;1;1;1;1;1;1;greedlast;sc2sc1sc4sc3random2;SC09SC05SC06SC12;Small;NA;NA;9;7;11;11;NA;NA;NA;NA;7;6;NA;NA;7;5;1;1;NA;NA;46;15;NA;255;49;41;10;14;11;3;221;NA;09.12.2023 16:30;1;0;11;11;0;0;1,24;44;Male
963;short;interview;11.12.2023 17:03;3;2;4;3;2;2;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;NA;NA;NA;NA;NA;NA;2;2;17;23;NA;3;NA;NA;NA;NA;47;NA;11.12.2023 17:04;1;0;7;7;0;0;2,08;31;Male
217;long;interview;09.12.2023 15:28;2;2;4;2;2;2;2;1;greedlast;sc1sc3sc4sc2random2;SC09SC13SC06SC04;Small;10;9;NA;NA;6;5;NA;NA;NA;NA;9;8;NA;NA;9;7;NA;NA;10;10;8;5;NA;38;46;36;20;39;29;22;243;NA;09.12.2023 15:32;1;0;11;11;0;0;0,81;77;Female
354;long;interview;09.12.2023 15:51;1;1;1;1;1;1;1;1;greedlast;sc2sc3sc4sc1random2;SC13SC07SC04SC08;Large;6;6;NA;NA;NA;NA;6;6;6;6;NA;NA;6;6;NA;NA;NA;NA;6;6;7;9;NA;9;3;2;3;4;17;2;56;NA;09.12.2023 15:52;1;0;11;11;0;0;2,38;44;Female
1146;short;interview;11.12.2023 17:23;3;3;3;2;2;1;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;NA;NA;NA;NA;NA;NA;2;9;61;21;NA;5;NA;NA;NA;NA;98;NA;11.12.2023 17:25;1;0;7;7;0;0;1,31;37;Male
57;long;interview;09.12.2023 15:03;2;2;2;2;2;2;5;1;greedlast;sc1sc2sc3sc4random2;SC05SC13SC06SC08;Small;NA;NA;7;7;3;4;NA;NA;3;3;NA;NA;NA;NA;6;5;NA;NA;9;9;8;7;NA;149;234;26;34;30;27;10;314;NA;09.12.2023 15:12;1;0;11;11;0;0;0,72;59;Female
772;short;interview;11.12.2023 16:30;2;2;4;3;2;2;1;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;NA;NA;NA;NA;6;6;NA;47;30;9;NA;NA;NA;NA;98;NA;11.12.2023 16:32;1;0;7;7;0;0;0,83;31;Male
959;short;interview;11.12.2023 17:02;4;4;4;4;4;4;4;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;7;NA;NA;NA;NA;4;2;NA;24;13;3;NA;NA;NA;NA;46;NA;11.12.2023 17:03;1;0;7;7;0;0;1,88;29;Male
1043;short;interview;11.12.2023 17:14;2;1;3;4;2;2;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;8;NA;NA;NA;NA;9;4;36;28;NA;12;NA;NA;NA;NA;89;NA;11.12.2023 17:15;1;0;7;7;0;0;0,87;27;Female
674;long;interview;09.12.2023 16:26;2;1;2;2;1;1;1;1;greedfirst;sc2sc1sc4sc3random2;SC05SC09SC06SC12;Small;NA;NA;9;8;1;1;NA;NA;NA;NA;8;7;NA;NA;7;7;3;1;NA;NA;5;6;20;42;29;36;36;29;NA;4;207;NA;09.12.2023 16:29;1;0;11;11;0;0;1,11;36;Female
322;long;interview;09.12.2023 15:46;2;2;3;1;1;1;1;1;greedfirst;sc4sc2sc1sc3random2;SC07SC09SC04SC12;Small;7;3;NA;NA;NA;NA;9;6;NA;NA;7;8;NA;NA;6;3;1;1;NA;NA;7;5;31;32;60;25;48;32;NA;3;243;NA;09.12.2023 15:50;1;0;11;11;0;0;1,09;DATA_EXPIRED;Female
510;long;interview;09.12.2023 16:10;2;2;4;2;2;1;1;1;greedfirst;sc4sc3sc1sc2random2;SC05SC07SC08SC12;Small;NA;NA;9;7;NA;NA;9;6;1;1;NA;NA;NA;NA;6;3;1;1;NA;NA;249;20;39;65;48;23;33;42;NA;17;295;NA;09.12.2023 16:19;1;0;11;11;0;0;0,54;57;Female
1224;short;interview;11.12.2023 17:27;2;2;2;2;2;1;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;NA;NA;NA;NA;NA;NA;11;9;37;31;NA;24;NA;NA;NA;NA;112;NA;11.12.2023 17:29;1;0;7;7;0;0;0,63;56;Male
562;long;interview;09.12.2023 16:15;4;3;5;2;3;3;5;1;greedlast;sc4sc1sc3sc2random2;SC09SC05SC06SC12;Large;NA;NA;8;8;10;9;NA;NA;NA;NA;10;10;1;3;NA;NA;1;1;NA;NA;8;8;NA;44;30;52;26;47;36;12;263;NA;09.12.2023 16:19;1;0;11;11;0;0;0,73;70;Female
34;long;interview;09.12.2023 14:45;4;2;1;4;4;4;5;1;greedfirst;sc4sc3sc1sc2random2;SC09SC07SC12SC04;Small;3;6;NA;NA;NA;NA;9;10;NA;NA;9;9;NA;NA;8;10;3;8;NA;NA;4;15;50;22;21;21;17;35;NA;4;189;NA;09.12.2023 14:48;1;0;11;11;0;0;1,22;40;Female
340;long;interview;09.12.2023 15:49;3;2;2;1;2;3;1;1;greedlast;sc3sc2sc4sc1random2;SC05SC13SC06SC08;Small;NA;NA;9;8;3;2;NA;NA;4;4;NA;NA;NA;NA;5;7;NA;NA;6;2;6;4;NA;33;23;25;21;19;24;5;160;NA;09.12.2023 15:52;1;0;11;11;0;0;1,22;32;Female
262;long;interview;09.12.2023 15:37;1;2;5;1;1;1;1;1;greedlast;sc4sc2sc3sc1random2;SC13SC07SC04SC08;Small;1;5;NA;NA;NA;NA;9;5;4;2;NA;NA;NA;NA;2;3;NA;NA;1;2;3;2;NA;14;15;10;7;17;19;5;92;NA;09.12.2023 15:39;1;0;11;11;0;0;2,16;35;Male
1151;short;interview;11.12.2023 17:23;4;4;5;4;3;3;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;NA;NA;NA;NA;NA;7;5;15;14;NA;5;NA;NA;NA;NA;46;NA;11.12.2023 17:24;1;0;7;7;0;0;1,43;40;Male
338;long;interview;09.12.2023 15:49;3;4;4;4;2;3;2;1;greedlast;sc4sc1sc3sc2random2;SC05SC13SC06SC08;Large;NA;NA;8;8;5;5;NA;NA;6;5;NA;NA;5;5;NA;NA;NA;NA;9;7;14;4;NA;19;30;9;16;18;12;4;126;NA;09.12.2023 15:51;1;0;11;11;0;0;1,6;30;Female
1223;short;interview;11.12.2023 17:27;1;1;1;1;1;1;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;11;NA;NA;NA;NA;7;6;22;38;NA;7;NA;NA;NA;NA;80;NA;11.12.2023 17:29;1;0;7;7;0;0;0,95;39;Male
1147;short;interview;11.12.2023 17:23;3;3;2;2;3;2;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;2;3;NA;20;14;3;NA;NA;NA;NA;42;NA;11.12.2023 17:24;1;0;7;7;0;0;1,98;27;Female
75;long;interview;09.12.2023 15:12;4;2;4;3;2;3;2;1;greedlast;sc2sc1sc4sc3random2;SC09SC05SC12SC06;Small;NA;NA;4;5;4;5;NA;NA;NA;NA;2;3;NA;NA;7;6;2;3;NA;NA;25;16;NA;17;25;19;12;20;28;9;171;NA;09.12.2023 15:15;1;0;11;11;0;0;1,09;38;Female
238;long;interview;09.12.2023 15:33;2;2;4;2;2;2;2;1;greedlast;sc2sc4sc3sc1random2;SC05SC09SC06SC12;Large;NA;NA;7;8;5;6;NA;NA;NA;NA;6;7;4;6;NA;NA;2;3;NA;NA;6;4;NA;69;39;39;34;32;35;7;265;NA;09.12.2023 15:37;1;0;11;11;0;0;0,88;57;Female
607;long;interview;09.12.2023 16:19;4;4;2;3;2;2;1;1;greedlast;sc4sc2sc1sc3random2;SC13SC09SC06SC04;Large;7;8;NA;NA;1;1;NA;NA;NA;NA;9;9;6;7;NA;NA;NA;NA;1;1;4;2;NA;40;17;32;25;30;26;2;178;NA;09.12.2023 16:22;1;0;11;11;0;0;1,51;29;Male
330;long;interview;09.12.2023 15:47;3;2;4;2;2;2;2;1;greedfirst;sc3sc4sc1sc2random2;SC07SC13SC08SC04;Large;2;6;NA;NA;NA;NA;5;5;1;2;NA;NA;1;3;NA;NA;NA;NA;3;4;7;5;23;27;18;23;21;17;NA;2;143;NA;09.12.2023 15:50;1;0;11;11;0;0;1,4;59;Male
383;long;interview;09.12.2023 15:54;4;4;4;4;4;4;2;1;greedlast;sc1sc4sc3sc2random2;SC05SC09SC12SC06;Large;NA;NA;9;2;3;4;NA;NA;NA;NA;1;6;9;6;NA;NA;1;1;NA;NA;10;5;NA;37;38;24;35;15;30;13;207;NA;09.12.2023 15:57;1;0;11;11;0;0;0,92;44;Female
712;short;interview;11.12.2023 16:07;4;4;2;4;2;2;3;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;NA;NA;NA;NA;NA;13;6;NA;44;57;6;NA;NA;NA;NA;126;NA;11.12.2023 16:09;1;0;7;7;0;0;0,69;37;Female
396;long;interview;09.12.2023 15:56;1;1;2;1;1;1;1;1;greedlast;sc3sc4sc1sc2random2;SC05SC13SC08SC06;Small;NA;NA;9;6;8;6;NA;NA;6;7;NA;NA;NA;NA;6;7;NA;NA;1;1;12;25;NA;28;21;53;22;22;20;15;218;NA;09.12.2023 16:00;1;0;11;11;0;0;0,85;57;Female
747;short;interview;11.12.2023 16:24;2;1;4;2;2;2;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;NA;NA;NA;NA;NA;NA;4;3;NA;41;35;6;NA;NA;NA;NA;89;NA;11.12.2023 16:26;1;0;7;7;0;0;1,17;45;Male
257;long;interview;09.12.2023 15:36;3;2;1;2;2;2;1;1;greedlast;sc4sc2sc3sc1random2;SC05SC09SC12SC06;Large;NA;NA;9;8;3;2;NA;NA;NA;NA;4;4;4;6;NA;NA;4;3;NA;NA;4;3;NA;87;34;128;49;19;23;5;352;NA;09.12.2023 15:42;1;0;11;11;0;0;1,1;25;Female
1156;short;interview;11.12.2023 17:23;5;4;5;5;4;5;5;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;8;NA;NA;NA;NA;3;2;12;4;NA;2;NA;NA;NA;NA;23;NA;11.12.2023 17:24;1;0;7;7;0;0;2,65;27;Male
250;long;interview;09.12.2023 15:35;1;1;1;1;1;1;1;1;greedfirst;sc4sc3sc2sc1random2;SC09SC13SC06SC04;Small;5;5;NA;NA;5;5;NA;NA;NA;NA;5;5;NA;NA;1;2;NA;NA;2;2;10;44;63;93;47;36;38;28;NA;11;332;NA;09.12.2023 15:42;1;0;11;11;0;0;0,57;64;Female
929;short;interview;11.12.2023 16:57;4;3;2;4;3;4;3;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;7;NA;NA;NA;NA;3;13;9;3;NA;3;NA;NA;NA;NA;31;NA;11.12.2023 16:57;1;0;7;7;0;0;2,14;34;Male
1005;short;interview;11.12.2023 17:09;2;2;4;2;2;1;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;6;NA;NA;NA;NA;8;5;20;42;NA;6;NA;NA;NA;NA;81;NA;11.12.2023 17:10;1;0;7;7;0;0;1;37;Male
826;short;interview;11.12.2023 16:44;4;2;4;2;4;2;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;NA;NA;NA;NA;NA;NA;8;7;37;28;NA;13;NA;NA;NA;NA;93;NA;11.12.2023 16:46;1;0;7;7;0;0;0,77;29;Female
885;short;interview;11.12.2023 16:52;5;4;5;5;5;2;4;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;7;NA;NA;NA;NA;NA;NA;4;4;NA;33;30;3;NA;NA;NA;NA;74;NA;11.12.2023 16:53;1;0;7;7;0;0;1,34;30;Male
343;long;interview;09.12.2023 15:49;4;4;5;4;2;2;1;1;greedlast;sc3sc2sc4sc1random2;SC13SC09SC06SC04;Small;9;7;NA;NA;6;3;NA;NA;NA;NA;9;8;NA;NA;9;10;NA;NA;8;9;50;3;NA;25;24;31;28;84;36;7;246;NA;09.12.2023 15:54;1;0;11;11;0;0;0,92;22;Male
687;short;interview;11.12.2023 15:50;3;2;2;4;3;3;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;NA;NA;NA;NA;7;6;22;23;NA;8;NA;NA;NA;NA;66;NA;11.12.2023 15:51;1;0;7;7;0;0;1,02;30;Female
62;long;interview;09.12.2023 15:06;1;1;1;1;1;1;1;1;greedlast;sc2sc3sc1sc4random2;SC05SC13SC06SC08;Small;NA;NA;1;1;1;1;NA;NA;1;1;NA;NA;NA;NA;1;1;NA;NA;1;1;10;10;NA;36;13;24;17;21;25;14;170;NA;09.12.2023 15:09;1;0;11;11;0;0;1,03;60;Female
1009;short;interview;11.12.2023 17:09;4;4;4;2;2;2;4;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;9;NA;NA;NA;NA;NA;NA;7;10;NA;23;25;10;NA;NA;NA;NA;75;NA;11.12.2023 17:11;1;0;7;7;0;0;0,87;DATA_EXPIRED;Female
701;short;interview;11.12.2023 15:58;2;2;3;4;2;1;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;3;NA;NA;NA;NA;NA;NA;15;8;NA;50;36;20;NA;NA;NA;NA;129;NA;11.12.2023 16:00;1;0;7;7;0;0;0,53;63;Female
836;short;interview;11.12.2023 16:46;2;1;2;1;1;1;1;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;NA;NA;NA;NA;NA;NA;19;20;91;72;NA;16;NA;NA;NA;NA;218;NA;11.12.2023 16:50;1;0;7;7;0;0;0,34;80;Male
1052;short;interview;11.12.2023 17:15;4;4;4;4;4;4;4;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;NA;NA;NA;NA;NA;NA;3;6;76;20;NA;8;NA;NA;NA;NA;113;NA;11.12.2023 17:17;1;0;7;7;0;0;1,14;45;Female
787;short;interview;11.12.2023 16:35;3;2;2;2;2;2;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;2;2;NA;15;12;2;NA;NA;NA;NA;33;NA;11.12.2023 16:36;1;0;7;7;0;0;2,51;26;Male
941;short;interview;11.12.2023 16:59;2;2;4;4;2;2;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;23;61;14;20;NA;3;NA;NA;NA;NA;65;NA;11.12.2023 17:01;1;0;7;7;0;0;1,17;44;Male
733;short;interview;11.12.2023 16:18;2;1;4;1;2;1;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;8;6;54;26;NA;19;NA;NA;NA;NA;113;NA;11.12.2023 16:20;1;0;7;7;0;0;0,73;53;Male
1001;short;interview;11.12.2023 17:08;4;4;3;4;3;2;3;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;NA;NA;NA;NA;NA;NA;5;5;NA;22;21;10;NA;NA;NA;NA;63;NA;11.12.2023 17:09;1;0;7;7;0;0;1,1;30;Female
1240;short;interview;11.12.2023 17:28;2;2;4;2;2;2;1;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;NA;NA;NA;NA;6;16;NA;18;20;5;NA;NA;NA;NA;65;NA;11.12.2023 17:29;1;0;7;7;0;0;1,11;34;Male
1182;short;interview;11.12.2023 17:25;2;2;2;2;2;2;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;NA;NA;NA;NA;NA;NA;7;3;11;15;NA;6;NA;NA;NA;NA;42;NA;11.12.2023 17:26;1;0;7;7;0;0;1,63;31;Female
1122;short;interview;11.12.2023 17:21;1;1;1;1;1;1;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;9;NA;NA;NA;NA;NA;NA;9;15;NA;91;26;9;NA;NA;NA;NA;150;NA;11.12.2023 17:24;1;0;7;7;0;0;0,62;64;Female
1135;short;interview;11.12.2023 17:22;3;3;4;3;2;2;3;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;NA;NA;4;4;25;26;NA;4;NA;NA;NA;NA;63;NA;11.12.2023 17:23;1;0;7;7;0;0;1,35;31;Female
437;long;interview;09.12.2023 16:02;4;4;2;4;4;2;3;1;greedfirst;sc4sc2sc3sc1random2;SC07SC05SC12SC08;Large;NA;NA;9;6;NA;NA;8;6;3;3;NA;NA;5;5;NA;NA;2;2;NA;NA;38;4;16;582;9;8;12;221;NA;3;145;NA;09.12.2023 16:17;1;0;11;11;0;0;1,58;32;Female
825;short;interview;11.12.2023 16:44;5;4;4;5;4;5;3;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;9;NA;NA;NA;NA;NA;NA;2;3;NA;7;11;5;NA;NA;NA;NA;28;NA;11.12.2023 16:44;1;0;7;7;0;0;2,25;35;Male
60;long;interview;09.12.2023 15:06;2;2;2;1;1;1;2;1;greedfirst;sc2sc3sc1sc4random2;SC09SC05SC12SC06;Large;NA;NA;6;6;3;4;NA;NA;NA;NA;5;5;3;3;NA;NA;3;3;NA;NA;8;4;70;35;7;646;5;6;NA;5;164;NA;09.12.2023 15:19;1;0;11;11;0;0;1,63;39;Female
427;long;interview;09.12.2023 16:00;2;1;5;4;4;2;1;1;greedlast;sc3sc4sc2sc1random2;SC07SC09SC04SC12;Small;4;4;NA;NA;NA;NA;2;3;NA;NA;6;7;NA;NA;8;8;1;1;NA;NA;3;4;NA;25;24;15;22;16;22;5;136;NA;09.12.2023 16:02;1;0;11;11;0;0;1,5;49;Male
1163;short;interview;11.12.2023 17:24;2;1;2;2;2;2;3;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;4;12;34;25;NA;5;NA;NA;NA;NA;80;NA;11.12.2023 17:26;1;0;7;7;0;0;1,07;DATA_EXPIRED;Male
665;long;interview;09.12.2023 16:23;4;4;4;3;4;4;3;1;greedlast;sc2sc3sc4sc1random2;SC13SC07SC08SC04;Large;9;8;NA;NA;NA;NA;9;4;9;9;NA;NA;8;9;NA;NA;NA;NA;6;6;4;5;NA;21;19;20;20;17;31;3;140;NA;09.12.2023 16:25;1;0;11;11;0;0;1,5;55;Female
850;short;interview;11.12.2023 16:48;4;2;2;3;2;3;4;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;NA;NA;NA;NA;39;2;NA;106;24;2;NA;NA;NA;NA;141;NA;11.12.2023 16:51;1;0;7;7;0;0;1,41;37;Female
1049;short;interview;11.12.2023 17:15;3;3;4;2;2;3;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;NA;NA;NA;NA;2;3;27;22;NA;8;NA;NA;NA;NA;62;NA;11.12.2023 17:16;1;0;7;7;0;0;1,55;32;Male
1081;short;interview;11.12.2023 17:18;4;1;1;2;1;1;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;6;6;19;20;NA;7;NA;NA;NA;NA;58;NA;11.12.2023 17:19;1;0;7;7;0;0;1,16;55;Male
1241;short;interview;11.12.2023 17:28;2;2;1;2;2;1;1;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;NA;NA;NA;NA;NA;NA;5;5;15;23;NA;10;NA;NA;NA;NA;58;NA;11.12.2023 17:29;1;0;7;7;0;0;1,23;38;Female
314;long;interview;09.12.2023 15:46;1;1;1;1;1;1;5;1;greedlast;sc1sc3sc2sc4random2;SC13SC09SC04SC06;Small;7;7;NA;NA;1;1;NA;NA;NA;NA;6;6;NA;NA;10;10;NA;NA;1;1;9;6;NA;27;25;24;21;11;25;9;157;NA;09.12.2023 15:48;1;0;11;11;0;0;1,14;61;Female
542;long;interview;09.12.2023 16:13;2;2;2;4;2;2;2;1;greedfirst;sc4sc1sc3sc2random2;SC07SC09SC04SC12;Small;6;7;NA;NA;NA;NA;10;10;NA;NA;4;4;NA;NA;6;6;3;1;NA;NA;21;10;35;47;50;47;44;40;NA;11;305;NA;09.12.2023 16:18;1;0;11;11;0;0;0,6;43;Female
804;short;interview;11.12.2023 16:40;1;1;2;1;1;1;1;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;6;4;NA;23;25;5;NA;NA;NA;NA;63;NA;11.12.2023 16:41;1;0;7;7;0;0;1,17;49;Female
684;short;interview;11.12.2023 15:48;4;4;4;5;5;4;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;NA;NA;NA;NA;NA;NA;6;3;27;21;NA;8;NA;NA;NA;NA;65;NA;11.12.2023 15:49;1;0;7;7;0;0;1,2;40;Male
1016;short;interview;11.12.2023 17:10;2;1;3;1;2;2;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;NA;NA;NA;NA;NA;NA;10;4;NA;44;83;30;NA;NA;NA;NA;171;NA;11.12.2023 17:13;1;0;7;7;0;0;0,62;49;Female
369;long;interview;09.12.2023 15:52;3;2;2;2;2;2;2;1;greedfirst;sc4sc3sc1sc2random2;SC13SC05SC08SC06;Large;NA;NA;7;5;4;3;NA;NA;4;3;NA;NA;5;4;NA;NA;NA;NA;7;8;4;5;25;26;10;20;21;20;NA;10;141;NA;09.12.2023 15:55;1;0;11;11;0;0;1,36;50;Female
1084;short;interview;11.12.2023 17:18;5;5;5;5;4;3;4;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;5;NA;NA;NA;NA;2;3;NA;29;18;7;NA;NA;NA;NA;59;NA;11.12.2023 17:19;1;0;7;7;0;0;1,59;34;Male
883;short;interview;11.12.2023 16:52;4;2;4;2;3;4;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;8;NA;NA;NA;NA;6;15;NA;12;22;6;NA;NA;NA;NA;61;NA;11.12.2023 16:53;1;0;7;7;0;0;1,2;29;Female
