Subj,Condition,Type,sceneType,IPSame,duration,Finished,sheepPic,attn1,attn2,catcall_pilot,cheat_pilot,provoke_pilot,talking_pilot,crash_pilot,shoving_pilot,demand,hypothesis,self_attn1,self_attn2,Gender,sex_orientation,Age,Ethnicity.race,PolFac_1,PolFac_2,PolFac_3,Survey,MoralAction,PunishAction,Punish_police,BlameAct,Deserve,Legit1,Legit2,LegitExist,Legit3,Disobey,MoralPerson,Future1,Future2,Character,dichot,you_notice,you_fine,you_police,feel1,feel2,feel3
21,2,1,provoke,0,0,1,1,1,1,9,1,1,9,9,1,1,morals and faces,6,7,1,1,19,7,4,3,4,4,3,3,5,4,2,3,1,5,4,2,6,7,1,3,1,4,3,4,5,6,5
21,2,2,catcalling,0,0,1,1,1,1,9,1,1,9,9,1,1,morals and faces,6,7,1,1,19,7,4,3,4,4,5,5,6,5,6,4,5,3,4,3,4,5,3,4,1,4,4,4,5,3,5
21,2,2,cheat,0,0,1,1,1,1,9,1,1,9,9,1,1,morals and faces,6,7,1,1,19,7,4,3,4,4,6,6,6,6,6,5,4,2,6,5,7,6,1,5,1,5,4,5,3,2,2
22,1,2,cheat,0,0,1,1,1,1,9,1,9,1,9,9,1,A person’s moral perception of right and wrong relating to certain types of behavior.,7,7,2,1,39,5,6,6,6,5,1,2,4,1,1,2,1,4,2,3,2,3,1,1,0,1,1,1,7,6,6
22,2,1,catcalling,0,0,1,1,1,1,9,1,9,1,9,9,1,A person’s moral perception of right and wrong relating to certain types of behavior.,7,7,2,1,39,5,6,6,6,5,6,7,7,7,7,7,7,1,7,7,4,6,3,4,1,7,7,4,1,1,1
22,2,1,provoke,0,0,1,1,1,1,9,1,9,1,9,9,1,A person’s moral perception of right and wrong relating to certain types of behavior.,7,7,2,1,39,5,6,6,6,5,4,5,3,4,1,4,2,5,3,4,1,2,1,1,1,4,4,3,7,4,1
22,2,1,talking,0,0,1,1,1,1,9,1,9,1,9,9,1,A person’s moral perception of right and wrong relating to certain types of behavior.,7,7,2,1,39,5,6,6,6,5,7,7,7,7,6,7,7,7,7,7,4,7,4,6,1,4,6,6,7,1,5
22,2,2,crash,0,0,1,1,1,1,9,1,9,1,9,9,1,A person’s moral perception of right and wrong relating to certain types of behavior.,7,7,2,1,39,5,6,6,6,5,7,7,7,7,7,7,7,1,7,7,6,5,7,6,1,7,7,7,7,1,1
22,2,2,shoving,0,0,1,1,1,1,9,1,9,1,9,9,1,A person’s moral perception of right and wrong relating to certain types of behavior.,7,7,2,1,39,5,6,6,6,5,7,7,7,7,6,7,7,7,7,7,6,5,4,6,1,7,7,7,4,4,4
23,1,1,crash,0,0,1,1,1,1,2,8,2,1,8,8,4,About action in certain lawful situations,7,7,2,1,NA,5,5,5,5,4,5,2,2,2,2,2,2,7,2,6,3,3,3,3,0,5,1,1,7,7,7
23,2,1,cheat,0,0,1,1,1,1,2,8,2,1,8,8,4,About action in certain lawful situations,7,7,2,1,NA,5,5,5,5,4,5,5,5,5,5,5,6,5,5,3,3,5,5,4,0,3,3,3,7,7,7
23,2,1,provoke,0,0,1,1,1,1,2,8,2,1,8,8,4,About action in certain lawful situations,7,7,2,1,NA,5,5,5,5,4,4,4,4,4,4,3,1,6,6,3,4,7,4,4,0,7,7,7,7,7,7
23,2,2,catcalling,0,0,1,1,1,1,2,8,2,1,8,8,4,About action in certain lawful situations,7,7,2,1,NA,5,5,5,5,4,4,5,5,5,5,5,5,3,3,3,1,5,3,1,0,6,7,6,5,4,4
23,2,2,shoving,0,0,1,1,1,1,2,8,2,1,8,8,4,About action in certain lawful situations,7,7,2,1,NA,5,5,5,5,4,7,7,7,7,7,7,7,1,7,1,5,5,4,6,1,7,7,6,7,3,3
23,2,2,talking,0,0,1,1,1,1,2,8,2,1,8,8,4,About action in certain lawful situations,7,7,2,1,NA,5,5,5,5,4,7,7,7,7,7,7,7,3,7,2,7,5,5,6,1,6,6,6,7,2,5
24,1,2,catcalling,0,0,1,1,1,1,1,1,1,1,1,1,1,perceived morality of certain acts ,7,7,2,4,22,8,7,7,7,4,5,6,4,3,2,3,4,4,3,3,2,5,2,1,0,4,6,5,7,6,5
24,1,2,crash,0,0,1,1,1,1,1,1,1,1,1,1,1,perceived morality of certain acts ,7,7,2,4,22,8,7,7,7,4,4,4,1,4,3,4,4,5,6,3,5,5,3,2,0,7,2,2,6,5,5
24,1,2,provoke,0,0,1,1,1,1,1,1,1,1,1,1,1,perceived morality of certain acts ,7,7,2,4,22,8,7,7,7,4,1,1,1,1,1,1,1,7,1,1,1,4,1,1,0,6,2,2,7,7,6
24,1,2,talking,0,0,1,1,1,1,1,1,1,1,1,1,1,perceived morality of certain acts ,7,7,2,4,22,8,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,0,4,4,4,4,4,4
24,2,1,shoving,0,0,1,1,1,1,1,1,1,1,1,1,1,perceived morality of certain acts ,7,7,2,4,22,8,7,7,7,4,6,5,3,4,4,4,4,4,6,4,4,5,2,4,0,7,6,5,2,4,4
24,2,2,cheat,0,0,1,1,1,1,1,1,1,1,1,1,1,perceived morality of certain acts ,7,7,2,4,22,8,7,7,7,4,7,7,6,7,7,7,6,1,7,7,7,7,1,7,1,7,7,7,2,1,3
25,1,1,catcalling,0,0,1,1,1,1,2,2,1,1,9,1,1,Whether you think people should be punished harder for something they've done if they've done other worse things.,7,7,1,1,24,4,6,6,5,5,2,2,3,3,2,5,5,1,3,3,6,5,2,1,0,2,3,3,6,7,7
25,1,1,crash,0,0,1,1,1,1,2,2,1,1,9,1,1,Whether you think people should be punished harder for something they've done if they've done other worse things.,7,7,1,1,24,4,6,6,5,5,5,5,6,7,5,6,6,1,7,6,5,5,3,5,1,7,3,3,5,5,6
25,1,1,talking,0,0,1,1,1,1,2,2,1,1,9,1,1,Whether you think people should be punished harder for something they've done if they've done other worse things.,7,7,1,1,24,4,6,6,5,5,2,2,2,2,2,5,5,2,4,3,5,6,2,1,0,2,2,2,6,5,7
25,1,2,provoke,0,0,1,1,1,1,2,2,1,1,9,1,1,Whether you think people should be punished harder for something they've done if they've done other worse things.,7,7,1,1,24,4,6,6,5,5,1,1,2,1,1,2,1,6,4,2,1,4,1,1,0,2,5,3,5,6,4
25,2,2,cheat,0,0,1,1,1,1,2,2,1,1,9,1,1,Whether you think people should be punished harder for something they've done if they've done other worse things.,7,7,1,1,24,4,6,6,5,5,7,7,6,7,7,7,5,1,7,6,6,6,6,7,1,1,2,2,1,1,1
25,2,2,shoving,0,0,1,1,1,1,2,2,1,1,9,1,1,Whether you think people should be punished harder for something they've done if they've done other worse things.,7,7,1,1,24,4,6,6,5,5,7,7,7,7,7,7,7,1,7,7,7,6,4,7,1,7,7,7,1,1,2
26,1,1,shoving,0,0,1,1,1,1,1,1,1,1,8,1,1,It’s ok. The second portion should include a choice of “Do Nothing.” Some stuff I wouldn’t have cared about.,7,7,1,1,36,4,5,5,5,7,2,3,3,3,2,4,4,5,5,4,4,6,7,4,0,1,2,2,7,6,6
26,1,2,cheat,0,0,1,1,1,1,1,1,1,1,8,1,1,It’s ok. The second portion should include a choice of “Do Nothing.” Some stuff I wouldn’t have cared about.,7,7,1,1,36,4,5,5,5,7,4,4,4,4,4,5,5,3,3,5,3,4,2,2,0,1,1,1,7,6,7
26,2,1,catcalling,0,0,1,1,1,1,1,1,1,1,8,1,1,It’s ok. The second portion should include a choice of “Do Nothing.” Some stuff I wouldn’t have cared about.,7,7,1,1,36,4,5,5,5,7,6,6,7,7,7,7,7,1,7,4,7,7,1,7,1,6,4,4,1,1,1
26,2,1,provoke,0,0,1,1,1,1,1,1,1,1,8,1,1,It’s ok. The second portion should include a choice of “Do Nothing.” Some stuff I wouldn’t have cared about.,7,7,1,1,36,4,5,5,5,7,6,6,6,5,5,5,4,4,5,4,6,6,2,4,1,7,5,5,1,1,1
26,2,1,talking,0,0,1,1,1,1,1,1,1,1,8,1,1,It’s ok. The second portion should include a choice of “Do Nothing.” Some stuff I wouldn’t have cared about.,7,7,1,1,36,4,5,5,5,7,7,7,7,7,5,6,6,1,6,5,7,7,2,6,1,5,6,5,5,2,2
26,2,2,crash,0,0,1,1,1,1,1,1,1,1,8,1,1,It’s ok. The second portion should include a choice of “Do Nothing.” Some stuff I wouldn’t have cared about.,7,7,1,1,36,4,5,5,5,7,7,7,7,5,5,6,5,3,6,5,5,5,3,5,1,6,7,6,7,2,1
27,1,1,provoke,0,0,1,1,1,1,9,8,1,9,2,1,1,How people react in certain scenarios and their feelings towards what's going on.,7,7,1,3,40,5,6,7,7,4,2,4,3,7,2,4,3,5,7,3,5,4,1,2,1,7,6,4,3,2,7
27,1,2,crash,0,0,1,1,1,1,9,8,1,9,2,1,1,How people react in certain scenarios and their feelings towards what's going on.,7,7,1,3,40,5,6,7,7,4,5,1,1,7,4,4,6,2,7,5,5,7,2,7,0,6,3,3,6,6,7
27,2,1,catcalling,0,0,1,1,1,1,9,8,1,9,2,1,1,How people react in certain scenarios and their feelings towards what's going on.,7,7,1,3,40,5,6,7,7,4,7,7,7,7,7,7,7,1,7,7,7,7,1,2,1,6,7,7,5,1,1
27,2,1,shoving,0,0,1,1,1,1,9,8,1,9,2,1,1,How people react in certain scenarios and their feelings towards what's going on.,7,7,1,3,40,5,6,7,7,4,6,7,6,7,4,6,6,2,6,4,3,5,4,2,1,7,7,7,7,2,3
27,2,1,talking,0,0,1,1,1,1,9,8,1,9,2,1,1,How people react in certain scenarios and their feelings towards what's going on.,7,7,1,3,40,5,6,7,7,4,7,7,7,7,7,7,7,1,7,7,7,7,2,7,1,5,6,6,7,1,1
27,2,2,cheat,0,0,1,1,1,1,9,8,1,9,2,1,1,How people react in certain scenarios and their feelings towards what's going on.,7,7,1,3,40,5,6,7,7,4,7,6,7,5,7,7,7,1,5,7,7,5,1,7,1,2,3,5,7,1,1
28,1,1,catcalling,0,0,1,1,1,1,9,2,9,9,9,1,2,laws,7,7,1,1,52,4,2,1,4,4,2,5,5,5,5,7,7,1,7,6,4,6,5,5,1,4,3,3,4,4,4
28,2,1,cheat,0,0,1,1,1,1,9,2,9,9,9,1,2,laws,7,7,1,1,52,4,2,1,4,4,6,7,7,6,7,6,5,2,4,5,5,5,6,6,1,4,2,2,4,4,4
28,2,1,shoving,0,0,1,1,1,1,9,2,9,9,9,1,2,laws,7,7,1,1,52,4,2,1,4,4,6,7,7,7,6,7,6,1,7,7,5,5,4,7,1,7,7,7,1,2,1
28,2,2,crash,0,0,1,1,1,1,9,2,9,9,9,1,2,laws,7,7,1,1,52,4,2,1,4,4,5,6,5,7,5,6,4,3,6,6,5,4,5,5,1,4,5,5,5,4,4
28,2,2,provoke,0,0,1,1,1,1,9,2,9,9,9,1,2,laws,7,7,1,1,52,4,2,1,4,4,5,7,7,6,6,6,5,1,6,6,5,5,4,5,1,5,3,3,5,3,3
28,2,2,talking,0,0,1,1,1,1,9,2,9,9,9,1,2,laws,7,7,1,1,52,4,2,1,4,4,7,7,7,7,7,7,7,1,7,7,6,4,5,7,1,4,5,5,2,1,1
29,1,2,catcalling,0,0,1,1,1,1,9,2,9,9,9,9,1,Weather or not people behaviors are okay or not ,7,7,2,1,23,5,NA,NA,NA,4,7,7,7,7,7,7,7,1,7,1,7,4,5,4,1,7,1,1,1,1,4
29,1,2,cheat,0,0,1,1,1,1,9,2,9,9,9,9,1,Weather or not people behaviors are okay or not ,7,7,2,1,23,5,NA,NA,NA,4,7,1,4,7,7,1,7,7,4,4,4,7,1,1,0,1,1,1,7,7,7
29,1,2,talking,0,0,1,1,1,1,9,2,9,9,9,9,1,Weather or not people behaviors are okay or not ,7,7,2,1,23,5,NA,NA,NA,4,1,1,1,1,1,1,1,1,1,1,1,7,1,1,0,7,7,7,7,7,7
29,2,2,crash,0,0,1,1,1,1,9,2,9,9,9,9,1,Weather or not people behaviors are okay or not ,7,7,2,1,23,5,NA,NA,NA,4,7,7,7,7,7,7,7,1,7,1,7,7,1,7,1,7,7,7,1,1,1
29,2,2,provoke,0,0,1,1,1,1,9,2,9,9,9,9,1,Weather or not people behaviors are okay or not ,7,7,2,1,23,5,NA,NA,NA,4,7,7,7,7,7,7,7,1,7,1,7,7,1,7,1,7,7,7,1,1,1
29,2,2,shoving,0,0,1,1,1,1,9,2,9,9,9,9,1,Weather or not people behaviors are okay or not ,7,7,2,1,23,5,NA,NA,NA,4,7,7,7,7,7,7,7,1,7,1,7,7,1,7,1,7,7,7,1,1,1
30,1,1,crash,0,0,1,1,1,1,2,9,9,8,8,9,1,About expression and decisions we have to make.,7,7,1,5,19,4,7,6,6,4,6,5,5,7,6,5,4,6,7,3,6,7,5,4,1,4,6,7,1,1,4
30,1,1,provoke,0,0,1,1,1,1,2,9,9,8,8,9,1,About expression and decisions we have to make.,7,7,1,5,19,4,7,6,6,4,7,7,5,5,7,3,1,7,6,4,5,7,6,7,1,3,7,7,7,7,6
30,1,2,catcalling,0,0,1,1,1,1,2,9,9,8,8,9,1,About expression and decisions we have to make.,7,7,1,5,19,4,7,6,6,4,4,7,4,5,5,7,7,1,4,1,5,6,7,1,1,7,7,3,6,3,1
30,1,2,talking,0,0,1,1,1,1,2,9,9,8,8,9,1,About expression and decisions we have to make.,7,7,1,5,19,4,7,6,6,4,5,5,3,5,6,4,7,1,4,4,5,4,7,7,0,4,7,1,5,4,4
30,2,2,cheat,0,0,1,1,1,1,2,9,9,8,8,9,1,About expression and decisions we have to make.,7,7,1,5,19,4,7,6,6,4,7,7,1,7,7,7,7,1,7,4,7,7,7,7,1,7,7,7,1,1,1
30,2,2,shoving,0,0,1,1,1,1,2,9,9,8,8,9,1,About expression and decisions we have to make.,7,7,1,5,19,4,7,6,6,4,3,4,5,4,4,5,4,6,2,3,6,5,4,4,0,5,6,4,5,4,3
31,1,1,cheat,0,0,1,1,1,1,8,2,2,8,2,1,2,Morales in society and how we feel on things that are illegal or legal,7,6,1,1,25,4,3,5,3,4,3,4,5,4,3,3,3,4,5,4,5,4,4,3,0,5,3,3,4,5,3
31,1,1,provoke,0,0,1,1,1,1,8,2,2,8,2,1,2,Morales in society and how we feel on things that are illegal or legal,7,6,1,1,25,4,3,5,3,4,1,2,2,1,1,1,1,6,5,3,2,4,4,2,0,4,5,3,5,3,4
31,1,2,crash,0,0,1,1,1,1,8,2,2,8,2,1,2,Morales in society and how we feel on things that are illegal or legal,7,6,1,1,25,4,3,5,3,4,5,3,3,4,4,5,3,5,5,3,3,4,4,5,1,5,3,5,4,3,5
31,1,2,shoving,0,0,1,1,1,1,8,2,2,8,2,1,2,Morales in society and how we feel on things that are illegal or legal,7,6,1,1,25,4,3,5,3,4,5,3,2,2,1,1,2,2,1,2,3,1,3,2,1,2,3,3,3,2,2
31,2,1,talking,0,0,1,1,1,1,8,2,2,8,2,1,2,Morales in society and how we feel on things that are illegal or legal,7,6,1,1,25,4,3,5,3,4,5,3,4,4,5,5,4,3,4,4,3,4,3,4,0,5,4,3,5,4,4
31,2,2,catcalling,0,0,1,1,1,1,8,2,2,8,2,1,2,Morales in society and how we feel on things that are illegal or legal,7,6,1,1,25,4,3,5,3,4,5,3,3,4,5,4,3,3,4,5,3,4,4,3,0,4,3,5,3,4,5
32,1,2,crash,0,0,1,1,1,1,1,1,1,8,1,2,2,Morals and how different people react to different situations.,7,7,1,1,19,4,5,5,4,4,4,2,1,6,2,2,4,1,7,7,4,5,1,4,0,7,1,1,7,7,6
32,1,2,shoving,0,0,1,1,1,1,1,1,1,8,1,2,2,Morals and how different people react to different situations.,7,7,1,1,19,4,5,5,4,4,2,2,2,5,3,4,4,4,4,5,2,2,4,2,0,3,1,1,6,6,7
32,1,2,talking,0,0,1,1,1,1,1,1,1,8,1,2,2,Morals and how different people react to different situations.,7,7,1,1,19,4,5,5,4,4,5,2,2,6,2,2,2,5,7,4,5,6,2,4,0,4,1,1,6,6,7
32,2,2,catcalling,0,0,1,1,1,1,1,1,1,8,1,2,2,Morals and how different people react to different situations.,7,7,1,1,19,4,5,5,4,4,3,6,6,6,6,7,7,1,4,7,3,3,5,4,1,6,7,4,4,1,1
32,2,2,cheat,0,0,1,1,1,1,1,1,1,8,1,2,2,Morals and how different people react to different situations.,7,7,1,1,19,4,5,5,4,4,7,3,6,7,6,2,4,1,6,6,7,7,5,7,1,2,1,1,4,3,7
32,2,2,provoke,0,0,1,1,1,1,1,1,1,8,1,2,2,Morals and how different people react to different situations.,7,7,1,1,19,4,5,5,4,4,3,7,4,3,3,3,2,5,5,7,3,5,2,5,1,6,7,6,6,6,1
34,1,2,catcalling,0,0,1,1,1,1,1,NA,2,9,9,9,3,This survey is about whether I think rules and moral situations apply to me just as equally as others,7,6,1,1,21,4,5,3,5,4,1,2,3,2,1,7,4,3,7,1,2,4,3,5,0,5,3,2,5,5,5
34,1,2,cheat,0,0,1,1,1,1,1,NA,2,9,9,9,3,This survey is about whether I think rules and moral situations apply to me just as equally as others,7,6,1,1,21,4,5,3,5,4,4,6,5,2,4,6,6,2,6,2,4,5,2,5,0,2,4,4,6,7,7
34,1,2,crash,0,0,1,1,1,1,1,NA,2,9,9,9,3,This survey is about whether I think rules and moral situations apply to me just as equally as others,7,6,1,1,21,4,5,3,5,4,1,5,4,5,1,6,3,3,7,7,2,4,3,1,1,7,4,4,1,1,7
34,2,1,provoke,0,0,1,1,1,1,1,NA,2,9,9,9,3,This survey is about whether I think rules and moral situations apply to me just as equally as others,7,6,1,1,21,4,5,3,5,4,2,5,3,2,3,7,2,5,6,7,5,7,1,5,1,2,6,6,5,2,6
34,2,1,talking,0,0,1,1,1,1,1,NA,2,9,9,9,3,This survey is about whether I think rules and moral situations apply to me just as equally as others,7,6,1,1,21,4,5,3,5,4,5,7,6,7,4,7,7,1,6,6,5,7,6,5,1,3,6,4,1,1,2
34,2,2,shoving,0,0,1,1,1,1,1,NA,2,9,9,9,3,This survey is about whether I think rules and moral situations apply to me just as equally as others,7,6,1,1,21,4,5,3,5,4,7,7,5,7,5,7,7,1,7,7,5,4,5,4,1,7,6,5,1,1,1
35,1,2,catcalling,0,0,1,1,1,1,2,1,9,8,9,2,4,judging morals,7,7,1,1,22,7,5,4,5,4,5,5,5,5,4,4,5,3,4,3,5,5,4,5,1,5,1,2,5,1,5
35,2,1,cheat,0,0,1,1,1,1,2,1,9,8,9,2,4,judging morals,7,7,1,1,22,7,5,4,5,4,6,6,6,6,5,5,5,1,5,3,6,5,4,5,1,1,3,1,1,1,5
35,2,1,crash,0,0,1,1,1,1,2,1,9,8,9,2,4,judging morals,7,7,1,1,22,7,5,4,5,4,6,6,7,7,7,6,6,1,7,1,6,6,4,5,1,7,7,7,1,1,1
35,2,2,provoke,0,0,1,1,1,1,2,1,9,8,9,2,4,judging morals,7,7,1,1,22,7,5,4,5,4,6,7,6,6,6,5,5,1,6,1,5,5,3,5,1,6,6,6,1,1,1
35,2,2,shoving,0,0,1,1,1,1,2,1,9,8,9,2,4,judging morals,7,7,1,1,22,7,5,4,5,4,5,5,5,5,5,5,5,1,6,1,5,5,4,5,1,4,5,5,1,1,1
35,2,2,talking,0,0,1,1,1,1,2,1,9,8,9,2,4,judging morals,7,7,1,1,22,7,5,4,5,4,6,6,6,6,7,6,5,1,7,1,6,7,4,6,1,6,5,5,1,1,1
36,1,1,provoke,0,0,1,1,1,1,1,1,9,8,2,9,1,Morals,7,7,2,5,56,8,4,6,4,5,2,6,5,7,5,3,2,1,3,1,2,5,1,2,1,6,7,7,7,6,3
36,1,1,talking,0,0,1,1,1,1,1,1,9,8,2,9,1,Morals,7,7,2,5,56,8,4,6,4,5,5,3,1,5,5,4,4,4,2,6,7,7,4,7,1,6,4,4,3,1,4
36,1,2,catcalling,0,0,1,1,1,1,1,1,9,8,2,9,1,Morals,7,7,2,5,56,8,4,6,4,5,4,7,7,7,4,7,7,1,7,6,4,4,7,3,1,5,6,6,6,1,6
36,1,2,cheat,0,0,1,1,1,1,1,1,9,8,2,9,1,Morals,7,7,2,5,56,8,4,6,4,5,4,7,6,6,6,6,6,1,7,7,5,5,1,5,0,1,7,2,6,3,5
36,2,1,crash,0,0,1,1,1,1,1,1,9,8,2,9,1,Morals,7,7,2,5,56,8,4,6,4,5,7,7,7,7,7,7,7,1,7,1,7,6,2,6,1,3,7,7,6,1,1
36,2,2,shoving,0,0,1,1,1,1,1,1,9,8,2,9,1,Morals,7,7,2,5,56,8,4,6,4,5,7,4,7,4,5,6,3,1,6,7,6,6,3,5,1,7,3,2,7,6,5
37,1,1,catcalling,0,0,1,1,1,1,1,1,1,1,2,1,3,Something about individual decision making and societal perceptions of whether these decisions are right or wrong?,7,7,1,1,25,5,6,6,6,4,2,5,2,1,2,3,4,2,2,1,5,5,3,1,0,2,2,2,7,7,7
37,1,1,crash,0,0,1,1,1,1,1,1,1,1,2,1,3,Something about individual decision making and societal perceptions of whether these decisions are right or wrong?,7,7,1,1,25,5,6,6,6,4,5,5,4,5,4,5,5,3,7,6,5,5,5,3,0,3,3,2,5,4,4
37,1,1,talking,0,0,1,1,1,1,1,1,1,1,2,1,3,Something about individual decision making and societal perceptions of whether these decisions are right or wrong?,7,7,1,1,25,5,6,6,6,4,2,5,5,2,3,3,3,3,6,3,3,5,5,2,1,3,3,3,6,3,2
37,2,2,cheat,0,0,1,1,1,1,1,1,1,1,2,1,3,Something about individual decision making and societal perceptions of whether these decisions are right or wrong?,7,7,1,1,25,5,6,6,6,4,5,5,5,5,4,5,5,3,5,4,5,4,5,4,0,1,2,2,5,6,6
37,2,2,provoke,0,0,1,1,1,1,1,1,1,1,2,1,3,Something about individual decision making and societal perceptions of whether these decisions are right or wrong?,7,7,1,1,25,5,6,6,6,4,3,5,2,3,1,2,1,6,3,4,2,6,1,2,0,5,4,4,5,3,3
37,2,2,shoving,0,0,1,1,1,1,1,1,1,1,2,1,3,Something about individual decision making and societal perceptions of whether these decisions are right or wrong?,7,7,1,1,25,5,6,6,6,4,6,5,7,7,6,5,5,2,6,4,5,4,4,5,1,6,7,6,4,3,3
38,1,1,catcalling,0,0,1,1,1,1,2,2,2,9,2,2,1,Attitudes surrounding morality of certain crimes.,7,6,1,1,32,4,6,6,7,4,1,3,2,2,2,3,7,6,4,2,5,5,1,1,0,7,1,1,7,7,7
38,1,1,talking,0,0,1,1,1,1,2,2,2,9,2,2,1,Attitudes surrounding morality of certain crimes.,7,6,1,1,32,4,6,6,7,4,2,2,3,5,4,3,3,3,5,3,3,4,4,6,0,1,1,1,6,3,2
38,1,2,shoving,0,0,1,1,1,1,2,2,2,9,2,2,1,Attitudes surrounding morality of certain crimes.,7,6,1,1,32,4,6,6,7,4,3,3,5,5,5,5,5,3,6,5,4,4,3,2,1,2,1,1,6,6,6
38,2,1,provoke,0,0,1,1,1,1,2,2,2,9,2,2,1,Attitudes surrounding morality of certain crimes.,7,6,1,1,32,4,6,6,7,4,4,5,3,4,2,3,3,6,5,6,4,6,3,3,1,6,6,4,5,5,5
38,2,2,cheat,0,0,1,1,1,1,2,2,2,9,2,2,1,Attitudes surrounding morality of certain crimes.,7,6,1,1,32,4,6,6,7,4,7,4,7,7,7,4,4,1,7,7,6,6,5,7,1,3,5,6,6,4,4
38,2,2,crash,0,0,1,1,1,1,2,2,2,9,2,2,1,Attitudes surrounding morality of certain crimes.,7,6,1,1,32,4,6,6,7,4,7,7,7,7,7,7,7,1,7,7,6,6,4,6,1,5,5,5,5,5,5
40,1,1,shoving,0,0,1,1,1,1,1,2,2,9,2,2,2,Whether moral judgements are affected by extraneous information,7,7,2,1,49,4,6,2,7,4,4,3,3,3,4,5,5,3,6,5,4,5,3,4,0,5,3,3,4,2,2
40,2,1,catcalling,0,0,1,1,1,1,1,2,2,9,2,2,2,Whether moral judgements are affected by extraneous information,7,7,2,1,49,4,6,2,7,4,4,4,6,5,5,6,7,1,7,6,5,5,4,4,1,5,4,4,3,2,2
40,2,1,cheat,0,0,1,1,1,1,1,2,2,9,2,2,2,Whether moral judgements are affected by extraneous information,7,7,2,1,49,4,6,2,7,4,6,6,6,6,6,6,6,2,6,7,6,7,4,7,1,5,3,3,2,1,1
40,2,2,crash,0,0,1,1,1,1,1,2,2,9,2,2,2,Whether moral judgements are affected by extraneous information,7,7,2,1,49,4,6,2,7,4,6,7,7,7,7,7,7,1,7,7,5,6,5,6,1,5,5,4,2,1,1
40,2,2,provoke,0,0,1,1,1,1,1,2,2,9,2,2,2,Whether moral judgements are affected by extraneous information,7,7,2,1,49,4,6,2,7,4,5,5,5,6,5,6,7,2,7,7,5,6,4,7,1,7,6,5,2,2,1
40,2,2,talking,0,0,1,1,1,1,1,2,2,9,2,2,2,Whether moral judgements are affected by extraneous information,7,7,2,1,49,4,6,2,7,4,6,7,7,7,7,7,7,1,7,7,6,7,4,7,1,6,4,4,2,1,1
41,1,1,catcalling,0,0,1,1,1,1,2,2,2,1,9,2,2,opinions on police intervention and validity of various laws,7,7,2,5,30,6,7,7,7,4,1,2,4,3,3,3,3,5,4,3,6,5,2,1,0,2,1,1,7,7,6
41,1,1,cheat,0,0,1,1,1,1,2,2,2,1,9,2,2,opinions on police intervention and validity of various laws,7,7,2,5,30,6,7,7,7,4,2,2,3,2,3,4,4,4,4,4,4,5,5,2,0,2,2,2,6,5,6
41,1,1,shoving,0,0,1,1,1,1,2,2,2,1,9,2,2,opinions on police intervention and validity of various laws,7,7,2,5,30,6,7,7,7,4,3,5,5,4,3,4,4,4,5,4,6,5,3,4,1,4,1,1,6,5,6
41,2,1,provoke,0,0,1,1,1,1,2,2,2,1,9,2,2,opinions on police intervention and validity of various laws,7,7,2,5,30,6,7,7,7,4,1,1,1,1,1,1,1,7,2,2,6,6,2,1,0,1,2,2,6,5,5
41,2,1,talking,0,0,1,1,1,1,2,2,2,1,9,2,2,opinions on police intervention and validity of various laws,7,7,2,5,30,6,7,7,7,4,7,7,7,7,7,7,7,1,7,7,6,6,3,6,1,5,5,5,3,1,1
41,2,2,crash,0,0,1,1,1,1,2,2,2,1,9,2,2,opinions on police intervention and validity of various laws,7,7,2,5,30,6,7,7,7,4,6,7,7,6,7,7,7,1,7,7,6,6,5,5,1,3,6,6,4,1,2
42,1,1,crash,0,1,1,1,1,1,8,2,8,2,9,9,4,peoples views on morals,6,7,1,1,19,5,4,4,5,4,5,4,3,3,3,3,3,3,2,3,3,3,2,4,1,4,3,3,4,3,5
42,2,1,catcalling,0,1,1,1,1,1,8,2,8,2,9,9,4,peoples views on morals,6,7,1,1,19,5,4,4,5,4,5,6,6,5,6,5,5,4,5,4,4,4,5,5,1,4,5,5,5,5,3
42,2,1,cheat,0,1,1,1,1,1,8,2,8,2,9,9,4,peoples views on morals,6,7,1,1,19,5,4,4,5,4,6,5,6,6,3,4,3,3,3,3,5,4,6,4,1,5,3,5,5,3,4
42,2,2,provoke,0,1,1,1,1,1,8,2,8,2,9,9,4,peoples views on morals,6,7,1,1,19,5,4,4,5,4,5,3,5,5,3,6,3,4,6,6,5,3,4,5,1,4,5,4,5,3,4
42,2,2,shoving,0,1,1,1,1,1,8,2,8,2,9,9,4,peoples views on morals,6,7,1,1,19,5,4,4,5,4,6,6,6,6,4,6,5,5,5,5,6,4,5,3,1,4,3,4,4,4,2
42,2,2,talking,0,1,1,1,1,1,8,2,8,2,9,9,4,peoples views on morals,6,7,1,1,19,5,4,4,5,4,6,6,6,6,4,5,5,4,5,5,5,5,4,4,1,6,6,3,6,4,5
